Temperature,Humidity,Precipitation,WindSpeed,Pressure
22.49080237694725,84.49595315799922,15.504516350582309,15.542938318548735,966.8935063072165
34.01428612819832,44.37371344001835,159.4063894704444,11.1680849947161,977.8590339031958
29.6398788362281,38.693692325473386,162.19053648303196,8.484440184939526,967.7010484276747
26.973169683940732,59.36716561665378,191.22897044946197,18.12708770189472,958.8702533757056
18.12037280884873,89.13902724663603,217.82740011679846,2.223949646123027,962.0635871100601
18.119890406724053,44.523316290690026,292.75562383876036,9.852502085817182,996.0778768032726
16.161672243363988,70.32813284435272,154.8901044903586,0.22707289534838138,970.6333718405792
32.3235229154987,75.69717691972306,96.88694188237379,9.373212839882525,986.4269861048075
27.022300234864176,44.25825263954398,238.5558584306111,1.126065513636747,1000.3417270854857
29.16145155592091,73.69298091671158,81.24967537862227,2.3763583253614384,1019.0394828629366
15.411689885916049,52.06698796315519,131.69142621169084,2.3505249355420976,953.93121398411
34.39819704323989,67.93834983561476,23.536914402679788,12.984206042321272,1029.9410398909042
31.648852816008436,68.01178264565368,7.605223024637253,14.920897585308467,1012.7900389490908
19.246782213565524,62.14648104448551,288.7945244033775,11.667375301943192,958.1759031948872
18.636499344142013,35.4173862032645,250.79403615366175,19.243450969490837,1037.3578624106776
18.668090197068675,80.11814973535428,208.7922618281094,7.497411590474082,1042.0872400531814
21.084844859190753,49.24680389830415,122.68588332428097,5.714241725637215,956.1077959854864
25.495128632644757,41.19111062399125,51.98829602125373,17.371982563789206,977.6877648147204
23.638900372842315,32.44650849328583,46.93111280132582,4.471916770389052,1030.620127979306
20.824582803960837,65.4535765912945,75.0728694493786,19.264450788812226,1024.8259690383659
27.237057894447588,70.65386171053694,164.76799941183614,0.24308949379632683,968.4521019356378
17.789877213040835,30.995269735671368,214.3787768100187,19.39757653415278,970.934932333671
20.842892970704362,60.72558349795686,198.0592130153194,0.8631982390115223,987.0472102791382
22.327236865873836,43.58974651187628,83.98016908378285,17.822862273961423,998.4522985191021
24.12139968434072,68.71036742456698,286.4595841989582,10.554022181725998,1011.8254771530296
30.703519227860273,40.46198574029948,221.36907500873056,19.859295922386007,986.8913639569772
18.993475643167194,71.45626428614796,166.30621575342022,1.4759312947079772,996.2534716133148
25.284688768272233,53.20412077803225,183.51622387030568,11.077085688026415,1024.7470938133756
26.848291377240848,86.20379932420407,125.88001872833698,19.38605071238198,953.6683202890598
